name,category,rating,address,subtypes,type,price_estimate,description,combined_text
Tjokrosuharto Arts & Crafts,toko suvenir,4.6,"Jl. Panembahan No.58, Panembahan, Kecamatan Kraton, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55131","Gift shop, Shopping mall",oleh_oleh,75000,,tjokrosuharto arts crafts toko suvenir gift shop shopping mall panembahan panembahan kecamatan kraton
Hiyannur Souvenir Joga,toko suvenir pernikahan,4.9,"Jl. Puri Sewon Asri No.Rt 02, Sawit, Panggungharjo, Kec. Sewon, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55188","Wedding souvenir shop, Craft store, Outlet mall, Souvenir manufacturer",oleh_oleh,75000,,hiyannur souvenir joga toko suvenir pernikahan wedding souvenir shop craft store outlet mall souvenir manufacturer puri sewon asri rt sawit panggungharjo sewon bantul
Hamzah Batik Malioboro,toko,4.6,"Jl. Margo Mulyo No.9, Ngupasan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55122","Store, Antique store, Batik clothing store, Fashion accessories store, Health food store, Souvenir store",oleh_oleh,75000,,hamzah batik malioboro toko store antique store batik clothing store fashion accessories store health food store souvenir store margo mulyo ngupasan gondomanan
Omah Souvenir Pernikahan Murah Jogja,jasa pernikahan,4.6,"Jalan Kaliurang Km 5.7, Jl. Pandega Siwi No.11, Manggung, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281","Wedding service, Craft store, Souvenir manufacturer, Souvenir store, Store, Wedding souvenir shop, Wedding store",oleh_oleh,75000,,omah souvenir pernikahan murah jogja jasa pernikahan wedding service craft store souvenir manufacturer souvenir store store wedding souvenir shop wedding store kaliurang km pandega siwi manggung caturtunggal depok sleman
Souvenir Pernikahan Jogja Murah,wedding souvenir shop,4.9,"Jl. Kasongan No.223, Tirto, Bangunjiwo, Kec. Kasihan, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55184",Wedding souvenir shop,oleh_oleh,75000,,souvenir pernikahan jogja murah wedding souvenir shop wedding souvenir shop kasongan tirto bangunjiwo kasihan bantul
Jogja Beesouvenir Wedding Souvenir,toko suvenir,4.3,"Jl. Nogotirto No.7, Karang Wetan, Nogotirto, Kec. Gamping, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55292","Souvenir store, Wedding souvenir shop",oleh_oleh,75000,,jogja beesouvenir wedding souvenir toko suvenir souvenir store wedding souvenir shop nogotirto karang wetan nogotirto gamping sleman
Alvaro Souvenir,produsen suvenir,4.7,"No. 8 A, Jl. Danurejan Jl. Mas Suharto, Suryatmajan, Kec. Danurejan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55213","Souvenir manufacturer, Acrylic store, Coppersmith, Digital printer, Digital printing service, Embossing service, Foundry, Laser cutting service, Plating service, Promotional products supplier",oleh_oleh,75000,,alvaro souvenir produsen suvenir souvenir manufacturer acrylic store coppersmith digital printer digital printing service embossing service foundry laser cutting service plating service promotional products supplier danurejan mas suharto suryatmajan danurejan
Pusat souvenir Jogja,kerajinan,0.0,"Jl. Malioboro, Sosromenduran, Gedong Tengen, Kota Yogyakarta, Daerah Istimewa Yogyakarta",Handicraft,oleh_oleh,75000,,pusat souvenir jogja kerajinan handicraft malioboro sosromenduran gedong tengen
Kedai Digital Pusat (Bikin Merchandise & Souvenir Satuan),toko suvenir,4.7,"Jl. Demangan Baru No.11, Demangan Baru, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281",Gift shop,oleh_oleh,75000,,kedai digital pusat bikin merchandise souvenir satuan toko suvenir gift shop demangan baru demangan baru caturtunggal depok sleman
Raminten Souvenir,toko suvenir,4.7,"Jl. Margo Mulyo No.9, Ngupasan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55122",Souvenir store,oleh_oleh,75000,,raminten souvenir toko suvenir souvenir store margo mulyo ngupasan gondomanan
Souvenir and ST2 Bags,toko suvenir pernikahan,4.5,"Jl. Ploso Kuning III RT.12/RW.05 No:12 Kel. Minomartani Ngaglik, Ploso Kuning III, Kabupaten, Kec. Ngaglik, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55581",Wedding souvenir shop,oleh_oleh,75000,,souvenir bags toko suvenir pernikahan wedding souvenir shop ploso kuning iii rt rw kel minomartani ngaglik ploso kuning iii ngaglik sleman
Wedding Souvenirs Wholesaler,grosir,4.3,"Tirto, Bangunjiwo, Kasihan, Bantul Regency, Special Region of Yogyakarta 55184",Wholesaler,oleh_oleh,75000,,wedding souvenirs wholesaler grosir wholesaler tirto bangunjiwo kasihan bantul regency special region
Berkah Souvenir jogja,toko suvenir pernikahan,4.9,"RT.04, Padokan Lor, Tirtonirmolo, Kasihan, Bantul Regency, Special Region of Yogyakarta 55181",Wedding souvenir shop,oleh_oleh,75000,,berkah souvenir jogja toko suvenir pernikahan wedding souvenir shop rt padokan lor tirtonirmolo kasihan bantul regency special region
Souvenir Pernikahan,layanan e-niaga,3.0,"Jl. Magelang No.KM.10, Karangwaru, Kec. Tegalrejo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55242","E-commerce service, Souvenir store",oleh_oleh,75000,,souvenir pernikahan layanan niaga commerce service souvenir store magelang km karangwaru tegalrejo
Jual Souvenir Murah | Pusat Souvenir Yogyakarta (Bisa Custom),kantor perusahaan,5.0,"59CR+2MR, Giwangan, Umbulharjo, Yogyakarta City, Special Region of Yogyakarta 55163",Corporate office,oleh_oleh,75000,,jual souvenir murah pusat souvenir bisa custom kantor perusahaan corporate office giwangan umbulharjo city special region
Incraft Souvenir,toko suvenir,4.9,"Jl. Menukan No.273, Brontokusuman, Kec. Mergangsan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55153",Souvenir store,oleh_oleh,75000,,incraft souvenir toko suvenir souvenir store menukan brontokusuman mergangsan
Pasar Souvenir Jogja,pusat perbelanjaan,5.0,"585M+QVR, Unnamed Road, Tirto, Bangunjiwo, Kec. Kasihan, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55184",Shopping mall,oleh_oleh,75000,,pasar souvenir jogja pusat perbelanjaan shopping mall qvr unnamed road tirto bangunjiwo kasihan bantul
Arini Buket & Souvenir | Pusat Bunga & Souvenir Jogja,distributor kertas,5.0,"Gg. Cendrawasih VII No.511A, Wonocatur, Banguntapan, Kec. Banguntapan, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55198","Paper distributor, Digital printer, Florist, Souvenir store, Wedding souvenir shop",oleh_oleh,75000,,arini buket souvenir pusat bunga souvenir jogja distributor kertas paper distributor digital printer florist souvenir store wedding souvenir shop gg cendrawasih vii wonocatur banguntapan banguntapan bantul
Dewi Lestari Media Bag Furing Jogja,toko,5.0,"Jl. Ki Ageng Pemanahan No.35B, Sorosutan, Kec. Umbulharjo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55162","Store, Graphic designer",oleh_oleh,75000,,dewi lestari media bag furing jogja toko store graphic designer ki ageng pemanahan sorosutan umbulharjo
Okashi Pusat Souvenir Jogja,toko suvenir,5.0,"Jl. Cendrawasih No.222, RT.15/RW.27, Karang Bendo, Banguntapan, Kec. Banguntapan, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55198",Souvenir store,oleh_oleh,75000,,okashi pusat souvenir jogja toko suvenir souvenir store cendrawasih rt rw karang bendo banguntapan banguntapan bantul
Duta Souvenir Jogja,toko,0.0,"Jl. Masjid Sulthonain No.493, Sorosutan, Kec. Umbulharjo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55162",Store,oleh_oleh,75000,,duta souvenir jogja toko store masjid sulthonain sorosutan umbulharjo
Pusat Slempang wisuda & Souvenir Yogyakarta (raflesia_store.id),toko suvenir,5.0,"Jl. Ring Road Selatan, Gatak, Tamantirto, Kec. Kasihan, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55184",Souvenir store,oleh_oleh,75000,,pusat slempang wisuda souvenir raflesia store id toko suvenir souvenir store ring road selatan gatak tamantirto kasihan bantul
Gisha Souvenir Jogja,pusat perbelanjaan,5.0,"Minggiran MJ2/1408, RT.59/RW.16, Suryodiningratan, Kec. Mantrijeron, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55141",Shopping mall,oleh_oleh,75000,,gisha souvenir jogja pusat perbelanjaan shopping mall minggiran rt rw suryodiningratan mantrijeron
Aura Production Pusat,layanan percetakan undangan,4.9,"Jalan Berbah Pelem Lor No.Lor, Pelem, Baturetno, Kec. Banguntapan, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55197",Invitation printing service,oleh_oleh,75000,,aura production pusat layanan percetakan undangan invitation printing service berbah pelem lor lor pelem baturetno banguntapan bantul
Kembar Souvenir,produsen suvenir,4.9,"Jl. Parangtritis No.KM.4, Saman, Bangunharjo, Kec. Sewon, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55187",Souvenir manufacturer,oleh_oleh,75000,,kembar souvenir produsen suvenir souvenir manufacturer parangtritis km saman bangunharjo sewon bantul
Angga Souvenir(ꦱꦺꦴꦈꦮ꦳ꦺꦤꦶꦂ),pusat perbelanjaan,5.0,"6949+4JX, Jl. Mas Suharto, Suryatmajan, Kec. Danurejan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55213",Shopping mall,oleh_oleh,75000,,angga souvenir pusat perbelanjaan shopping mall mas suharto suryatmajan danurejan
Toko Ciamis,pusat perbelanjaan,4.6,"Jl. Malioboro No.153, Sosromenduran, Gedong Tengen, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55271",Shopping mall,oleh_oleh,75000,,toko ciamis pusat perbelanjaan shopping mall malioboro sosromenduran gedong tengen
Je Craft,toko suvenir,4.5,"Jl. Ambarbinangun 1, Kalipakis, Tirtonirmolo, Kec. Kasihan, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55184",Souvenir store,oleh_oleh,75000,,je craft toko suvenir souvenir store ambarbinangun kalipakis tirtonirmolo kasihan bantul
Kasongan Souvenir,toko suvenir pernikahan,4.3,"Tirto, RT.05, Tirto, Bangunjiwo, Kec. Kasihan, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55184","Wedding souvenir shop, Store",oleh_oleh,75000,,kasongan souvenir toko suvenir pernikahan wedding souvenir shop store tirto rt tirto bangunjiwo kasihan bantul
Pusat Tumbler Jogja,souvenir store,5.0,"Jl. Mojo, Baciro, Kec. Gondokusuman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55225",Souvenir store,oleh_oleh,75000,,pusat tumbler jogja souvenir store souvenir store mojo baciro gondokusuman
Vinda Sablon & Souvenir Jogja,produsen suvenir,4.2,"Belakang TK Putra Jaya, Gg. Bintoro, Brontokusuman, Kec. Mergangsan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55153",Souvenir manufacturer,oleh_oleh,75000,,vinda sablon souvenir jogja produsen suvenir souvenir manufacturer belakang tk putra jaya gg bintoro brontokusuman mergangsan
Bu Dawam Souvenir,toko kerajinan tangan,5.0,"Pusat Grosir Metro Beringharjo, Jl. Pabringan No.43-44 B I, Ngupasan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55122",Craft store,oleh_oleh,75000,,bu dawam souvenir toko kerajinan tangan craft store pusat grosir metro beringharjo pabringan ngupasan gondomanan
Almai Souvenir,toko suvenir,4.3,"Pasar Beringharjo, Pusat Grosir Metro, Lt.2 No.076 (samping kuliner), Ngupasan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55122",Gift shop,oleh_oleh,75000,,almai souvenir toko suvenir gift shop pasar beringharjo pusat grosir metro lt samping kuliner ngupasan gondomanan
Anugrahu Aksesoris & Souvenir Malioboro,souvenir store,5.0,"Jl. Malioboro, Suryatmajan, Kec. Danurejan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55271",Souvenir store,oleh_oleh,75000,,anugrahu aksesoris souvenir malioboro souvenir store souvenir store malioboro suryatmajan danurejan
AB Oleh-oleh Jogja,pusat perbelanjaan,5.0,"Pasar Beringharjo Timur, **Pintu depan toko boneka idola, Lantai Dasar, Blok C, Los 7 Utara, Ngupasan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55122","Shopping mall, Clothing store, Clothing wholesaler",oleh_oleh,75000,,ab oleh oleh jogja pusat perbelanjaan shopping mall clothing store clothing wholesaler pasar beringharjo timur pintu depan toko boneka idola lantai dasar blok los utara ngupasan gondomanan
Ganjar Souvenir,toko trofi,4.7,"Jl. Mas Suharto, Tegal Panggung, Kec. Danurejan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55212",Trophy shop,oleh_oleh,75000,,ganjar souvenir toko trofi trophy shop mas suharto tegal panggung danurejan
Workshop Souvenirjogjadotcom,toko suvenir,5.0,"Jl. Terung Raya, Gg. Rambutan No. 128 RT. 02 RW. 51, Dusun Terung, Gg. Rambutan, Ceper, Wedomartani, Ngemplak, Sleman Regency, Special Region of Yogyakarta 55584",Souvenir store,oleh_oleh,75000,,workshop souvenirjogjadotcom toko suvenir souvenir store terung raya gg rambutan rt rw dusun terung gg rambutan ceper wedomartani ngemplak sleman regency special region
Adip Souvenir ꦄꦣꦶꦥ꧀ꦱꦺꦴꦈꦮ꦳ꦺꦤꦶꦂ,toko suvenir,5.0,"Jl. Mas Suharto No.12, Tegal Panggung, Kec. Danurejan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55212",Souvenir store,oleh_oleh,75000,,adip souvenir toko suvenir souvenir store mas suharto tegal panggung danurejan
Mali Indonesia - Pabrik Souvenir Jogja,produsen suvenir,5.0,"Jl. Tegalturi No.2, Sorosutan, Kec. Umbulharjo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55162",Souvenir manufacturer,oleh_oleh,75000,,mali pabrik souvenir jogja produsen suvenir souvenir manufacturer tegalturi sorosutan umbulharjo
lakeisha Souvenir dan Pusat Pelatihan Gerabah & Membatik,layanan e-niaga,4.6,"Kajen rt 01 depan masjid, Kajen, Bangunjiwo, Kec. Kasihan, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55184",E-commerce service,oleh_oleh,75000,,lakeisha souvenir pusat pelatihan gerabah membatik layanan niaga commerce service kajen rt depan masjid kajen bangunjiwo kasihan bantul
Dagelan Pusat Oleh-Oleh Khas Jogja,toko,4.5,"Mall Malioboro, Jl. Malioboro Nomer No.52-58 lantai LG, Suryatmajan, Kec. Danurejan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55001",Store,oleh_oleh,75000,,dagelan pusat oleh oleh khas jogja toko store mall malioboro malioboro nomer lantai lg suryatmajan danurejan
Pusat Cetak Pin - Pusat Souvenir Cetak Pin Termurah di Yogyakarta,toko percetakan,4.9,"Bannerman Harjo, Jl. Veteran No.79, Warungboto, Kec. Umbulharjo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55164",Print shop,oleh_oleh,75000,,pusat cetak pin pusat souvenir cetak pin termurah toko percetakan print shop bannerman harjo veteran warungboto umbulharjo
Andry Souvenir,toko,5.0,"Jl. Pabringan No.68, Ngupasan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55122",Store,oleh_oleh,75000,,andry souvenir toko store pabringan ngupasan gondomanan
Cimolly Craft,toko outlet,4.9,"Jl. Raya Krapyak, Bakungan, Wedomartani, Kec. Ngemplak, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55584",Outlet store,oleh_oleh,75000,,cimolly craft toko outlet outlet store raya krapyak bakungan wedomartani ngemplak sleman
Teras Malioboro 2,toko suvenir,4.6,"Jl. Malioboro No.56, Suryatmajan, Kec. Danurejan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55212","Souvenir store, Market",oleh_oleh,75000,,teras malioboro toko suvenir souvenir store market malioboro suryatmajan danurejan
New Ankabut Souvenir(ꦱꦺꦴꦈꦮ꦳ꦺꦤꦶꦂ),toko trofi,4.6,"Jalan Mas Suharto kios jambu No.8, Suryatmajan, Kec. Danurejan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55213",Trophy shop,oleh_oleh,75000,,new ankabut souvenir toko trofi trophy shop mas suharto kios jambu suryatmajan danurejan
Pusat Oleh Oleh Kaos Dagadu,pusat perbelanjaan,4.6,"Jl. Gedongkuning No.128, Rejowinangun, Kec. Kotagede, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55171",Shopping mall,oleh_oleh,75000,,pusat oleh oleh kaos dagadu pusat perbelanjaan shopping mall gedongkuning rejowinangun kotagede
DEKAYU Wooden Craft & Gift,toko suvenir,4.9,"Jl. Menteri Supeno No.62A, Sorosutan, Kec. Umbulharjo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55161","Gift shop, Corporate gift supplier, Handicraft, Home goods store",oleh_oleh,75000,,dekayu wooden craft gift toko suvenir gift shop corporate gift supplier handicraft home goods store menteri supeno sorosutan umbulharjo
Ahmad Souvenir Jogja,pusat perbelanjaan,5.0,"kowen 2 rt 06 timbulharjo sewon bantul yogyakarta ( rumah depan tk, Degan, Timbulharjo, Kec. Sewon, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55185",Shopping mall,oleh_oleh,75000,,ahmad souvenir jogja pusat perbelanjaan shopping mall kowen rt timbulharjo sewon bantul rumah depan tk degan timbulharjo sewon bantul
Jogja Plakat - Pusatnya Plakat di Jogja,toko suvenir,4.7,"Jurugentong, Jl. Gatotkaca Gedongkuning - Wonocatur No.409, Pringgolayan, Banguntapan, Kec. Banguntapan, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55198",Gift shop,oleh_oleh,75000,,jogja plakat pusatnya plakat jogja toko suvenir gift shop jurugentong gatotkaca gedongkuning wonocatur pringgolayan banguntapan banguntapan bantul
Jogja Souvenir Centre,toko suvenir,0.0,"596R+6J7, Jl. Ringroad Selatan, Nglebeng, Tamanan, Kec. Banguntapan, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55191",Souvenir store,oleh_oleh,75000,,jogja souvenir centre toko suvenir souvenir store ringroad selatan nglebeng tamanan banguntapan bantul
Ratu Souvenir Pernikahan Jogja,toko suvenir,3.9,"Patalan, Gg. Sadewa No.636, Prenggan, Kotagede, Yogyakarta City, Special Region of Yogyakarta 55172",Souvenir store,oleh_oleh,75000,,ratu souvenir pernikahan jogja toko suvenir souvenir store patalan gg sadewa prenggan kotagede city special region
Oleh-Oleh dan Souvenir,gift shop,3.4,"Jl. Kadipaten Kidul No.5, Kadipaten, Kecamatan Kraton, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55132",Gift shop,oleh_oleh,75000,,oleh oleh souvenir gift shop gift shop kadipaten kidul kadipaten kecamatan kraton
Bakpia - Batik Wong Jogja,pusat perbelanjaan,4.6,"Jl. HOS Cokroaminoto No.149, Tegalrejo, Kec. Tegalrejo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55244",Shopping mall,oleh_oleh,75000,,bakpia batik wong jogja pusat perbelanjaan shopping mall hos cokroaminoto tegalrejo tegalrejo
Yogyakarta Royal Palace,attractions,4.8,"Blok No. 1, Jl. Rotowijayan, Panembahan, Kecamatan Kraton, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55131","Tourist attraction, Museum",oleh_oleh,40000,,royal palace attractions tourist attraction museum blok rotowijayan panembahan kecamatan kraton
Ngasem Traditional Market,attractions,4.6,"Jl. Polowijan No.11, Patehan, Kecamatan Kraton, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55133","Traditional market, Market, Tourist attraction",oleh_oleh,40000,,ngasem traditional market attractions traditional market market tourist attraction polowijan patehan kecamatan kraton
Pusat Oleh-Oleh Ngasem Jaya (duplicate),minimarket,3.8,"Jl. Ngasem No.14, Kadipaten, Kecamatan Kraton, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55132",Convenience store,oleh_oleh,75000,,pusat oleh oleh ngasem jaya duplicate minimarket convenience store ngasem kadipaten kecamatan kraton
Beringharjo Traditional Market,pasar,4.6,"Jl. Margo Mulyo No.16, Ngupasan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55122","Market, Shopping mall",oleh_oleh,75000,,beringharjo traditional market pasar market shopping mall margo mulyo ngupasan gondomanan
Mamahké Jogja,cafes,4.6,"KT 1 329 Kraton, Jl. Taman, Patehan, Kecamatan Kraton, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55133",Cafe,oleh_oleh,50000,,mamahk jogja cafes cafe kt kraton taman patehan kecamatan kraton
Bakpia Satu Hati Keraton - Rotowijayan,toko kue,5.0,"Jl. Rotowijayan No.5, Kadipaten, Kecamatan Kraton, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55132",Cake shop,oleh_oleh,75000,,bakpia satu hati keraton rotowijayan toko kue cake shop rotowijayan kadipaten kecamatan kraton
Oleh-oleh Lokal Jogja,souvenir store,5.0,"Bugisan St No.36, Patangpuluhan, Wirobrajan, Yogyakarta City, Special Region of Yogyakarta 55251","Souvenir store, Cake shop, Deli",oleh_oleh,75000,,oleh oleh lokal jogja souvenir store souvenir store cake shop deli bugisan st patangpuluhan wirobrajan city special region
Toko Oleh-oleh Jogokariyan,toko,4.6,"Jl. Jogokaryan No.80, Mantrijeron, Kec. Mantrijeron, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55143","Store, Deli",oleh_oleh,75000,,toko oleh oleh jogokariyan toko store deli jogokaryan mantrijeron mantrijeron
Bakpia Kukus Tugu Jogja - Malioboro: Toko Oleh Oleh Khas Jogja,toko roti,4.9,"Jl. Malioboro No.91, Sosromenduran, Gedong Tengen, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55271","Souvenir store, Bakery",oleh_oleh,50000,,bakpia kukus tugu jogja malioboro toko oleh oleh khas jogja toko roti souvenir store bakery malioboro sosromenduran gedong tengen
Teras Malioboro 1,pusat perbelanjaan,4.6,"Jl. Margo Mulyo, Ngupasan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55122","Shopping mall, Market, Produce market",oleh_oleh,75000,,teras malioboro pusat perbelanjaan shopping mall market produce market margo mulyo ngupasan gondomanan
Malioboro Mall,pusat perbelanjaan,4.5,"Mataram St No.31, Suryatmajan, Danurejan, Yogyakarta City, Special Region of Yogyakarta 55213",Shopping mall,oleh_oleh,75000,,malioboro mall pusat perbelanjaan shopping mall mataram st suryatmajan danurejan city special region
Oleh Oleh Jogja Bakpia Kukus Tugu Malio17 Pendopo Malioboro,toko suvenir,4.8,"Jl. Ps. Kembang No.21A, Sosromenduran, Gedong Tengen, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55271","Gift shop, Bakery",oleh_oleh,75000,,oleh oleh jogja bakpia kukus tugu pendopo malioboro toko suvenir gift shop bakery ps kembang sosromenduran gedong tengen
Bakpia Pathok 25 - Raden Oleh-Oleh Jogja Sosrowijayan,toko roti,5.0,"Sosrowijayan St No.7, Sosromenduran, Gedong Tengen, Yogyakarta City, Special Region of Yogyakarta 55271",Bakery,oleh_oleh,75000,,bakpia pathok raden oleh oleh jogja sosrowijayan toko roti bakery sosrowijayan st sosromenduran gedong tengen city special region
Malioboro,pusat perbelanjaan,4.7,"6958+P9G, Jl. Abu Bakar Ali, Suryatmajan, Kec. Danurejan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55213",Shopping mall,oleh_oleh,75000,,malioboro pusat perbelanjaan shopping mall abu bakar ali suryatmajan danurejan
Oleh-Oleh Kaos Khas Jogja,pusat perbelanjaan,4.6,"Jl. Malioboro No.60, RW.001, Suryatmajan, Kec. Danurejan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55213",Shopping mall,oleh_oleh,75000,,oleh oleh kaos khas jogja pusat perbelanjaan shopping mall malioboro rw suryatmajan danurejan
Plaza Malioboro,pusat perbelanjaan,4.7,"Jl. Malioboro No.52-58, Suryatmajan, Kec. Danurejan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55213",Shopping mall,oleh_oleh,75000,,plaza malioboro pusat perbelanjaan shopping mall malioboro suryatmajan danurejan
Ramai Mall Malioboro,pusat perbelanjaan,4.5,"Jl. Beskalan No.73, Ngupasan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55122",Shopping mall,oleh_oleh,75000,,ramai mall malioboro pusat perbelanjaan shopping mall beskalan ngupasan gondomanan
Pusat Oleh-Oleh Malioboro,supermarket,3.5,"Ruko Babasari Indah, Jl. Laksda Adisucipto No.4 A, Janti, Caturtunggal, Depok, Sleman Regency, Special Region of Yogyakarta 55281",Supermarket,oleh_oleh,75000,,pusat oleh oleh malioboro supermarket supermarket ruko babasari indah laksda adisucipto janti caturtunggal depok sleman regency special region
Kampoeng Jogja,souvenir store,4.7,"Jl. Malioboro No.99, Sosromenduran, Gedong Tengen, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55271","Souvenir store, Deli",oleh_oleh,75000,,kampoeng jogja souvenir store souvenir store deli malioboro sosromenduran gedong tengen
BAKPIAKU Malioboro,gift shop,4.9,"Jl. Malioboro No.105, Sosromenduran, Gedong Tengen, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55171",Gift shop,oleh_oleh,75000,,bakpiaku malioboro gift shop gift shop malioboro sosromenduran gedong tengen
Bakpia Mutiara Jogja Malioboro,toko makanan,4.6,"Jl. Dagen No.61, Sosromenduran, Gedong Tengen, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55271",Deli,oleh_oleh,50000,,bakpia mutiara jogja malioboro toko makanan deli dagen sosromenduran gedong tengen
Dagadu Plaza Malioboro,attractions,4.5,"Plaza Malioboro, Jl. Malioboro lantai LG, Suryatmajan, Kec. Danurejan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55271","Clothing store, Gift shop, Tourist attraction",oleh_oleh,40000,,dagadu plaza malioboro attractions clothing store gift shop tourist attraction plaza malioboro malioboro lantai lg suryatmajan danurejan
Pusat Oleh Oleh Khas Jogja,unknown,5.0,"6948+967, Jl. Dagen, Sosromenduran, Gedong Tengen, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55271",unknown,oleh_oleh,75000,,pusat oleh oleh khas jogja unknown unknown dagen sosromenduran gedong tengen
Gramedia Yogya Plaza Malioboro,toko buku & alat sekolah,4.6,"Malioboro Mall, Jalan Malioboro No.52-58 Suryatmajan Kecamatan Danurejan Lantai Lower Ground, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55213","School supply store, Book store",oleh_oleh,75000,,gramedia yogya plaza malioboro toko buku alat sekolah school supply store book store malioboro mall malioboro suryatmajan kecamatan danurejan lantai lower ground
Bakpia Pathok 145 ( IBU SRI ASTUTI ) Malioboro,toko kue,4.4,"Depan Hotel Inna Garuda, Jl. Malioboro No.159, Sosromenduran, Gedong Tengen, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55271",Cake shop,oleh_oleh,75000,,bakpia pathok ibu sri astuti malioboro toko kue cake shop depan hotel inna garuda malioboro sosromenduran gedong tengen
Punokawan Mart,minimarket,4.2,"Jl. Malioboro No.39, Sosromenduran, Gedong Tengen, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55271",Convenience store,oleh_oleh,75000,,punokawan mart minimarket convenience store malioboro sosromenduran gedong tengen
Bakpia Tape Jogja - Outlet Plaza Malioboro,bakery,4.9,"Jl. Malioboro, Sosromenduran, Kec. Danurejan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55213",Bakery,oleh_oleh,75000,,bakpia tape jogja outlet plaza malioboro bakery bakery malioboro sosromenduran danurejan
